completion_tokens,content_chars,content_sha256,end_ts,error,finish_reason,http_code,latency_s,manifest_id,manifest_max_tokens,manifest_words,parse_ok,phase,prompt_tokens,shape,start_ts,total_tokens,valid_decode
64,294,4012e3822270caa4d8283738e12a0c4fbb4b9d2d0717e5db20fd9c57aebe5ab6,1784541424.190172,,length,200,36.76500177383423,1,64,1217,True,A_prefill,4255,A_prefill,1784541387.4251702,4319,True
96,448,46c4537618d8ac71f4863a36b414c2c74b062945d9463c4ef011446d4569718a,1784541424.9468436,,length,200,37.52134990692139,2,96,1243,True,A_prefill,4334,A_prefill,1784541387.4254937,4430,True
128,601,85022173584afef34b216e93826f29068de5626a70ab69891ef3193ee247b33a,1784541425.5470917,,length,200,38.121323347091675,3,128,1236,True,A_prefill,4315,A_prefill,1784541387.4257684,4443,True
128,534,010761c7693689062c6c06bd427f95b4c8c624b97b322bb3d6bd756c9a8a3822,1784541425.544534,,length,200,38.11822724342346,4,128,1083,True,A_prefill,3772,A_prefill,1784541387.4263067,3900,True
64,251,3fd22e237aeacc4bd24a7d2ad6cf904f6c2c43f8452140db2b3c083411ec9886,1784541424.1982343,,length,200,36.77126884460449,5,64,1228,True,A_prefill,4292,A_prefill,1784541387.4269655,4356,True
96,373,3b3b909c6b1b50408cc16a2f66d1b0f96b7e9811e68c7dbd159fd82ac1cdd2a5,1784541424.9469476,,length,200,37.51931095123291,6,96,1137,True,A_prefill,3991,A_prefill,1784541387.4276366,4087,True
128,589,b095a4f91820dafe605a4e87af2b9b17cfb23db80aa9c059842fb58aca2f4aae,1784541425.5478258,,length,200,38.119789123535156,7,128,1116,True,A_prefill,3910,A_prefill,1784541387.4280367,4038,True
128,525,78930f7530d8e4403c6be6188711382ed910c167bde5202329a6892123fefedc,1784541425.549033,,length,200,38.120558977127075,8,128,1069,True,A_prefill,3732,A_prefill,1784541387.428474,3860,True
64,225,91ff33ab41b04c779378de07de0b2324ee4a99f49049efddd2069ada651d8f7c,1784541424.1983166,,length,200,36.76926636695862,9,64,1275,True,A_prefill,4439,A_prefill,1784541387.4290502,4503,True
64,288,25569e5e5a188c07c7d75f331ac909d64079ae6d9ff5bfa22a2fee8a7c0fcd80,1784541424.192398,,length,200,36.76258707046509,10,64,1256,True,A_prefill,4382,A_prefill,1784541387.429811,4446,True
128,569,9c3677257cb25d7ffd98ae351329815be1c8a49c33cb3511d6b3dd8c89aaa16d,1784541425.5479634,,length,200,38.11719083786011,11,128,1285,True,A_prefill,4484,A_prefill,1784541387.4307725,4612,True
96,437,4d6453034317dfacc769be4c091f32f95d9f02764170f56296c76b1fe3af9383,1784541424.9427705,,length,200,37.51141357421875,12,96,1243,True,A_prefill,4343,A_prefill,1784541387.431357,4439,True
64,290,653f08381e9f295d26f0a7b77d6c030314d89ac3fe04d323d7078adb493063a8,1784541424.192465,,length,200,36.76065444946289,13,64,1170,True,A_prefill,4133,A_prefill,1784541387.4318106,4197,True
64,278,b5afa3e15bb27f2d4f6d4006278e94c5a6057184d5443ab03cace16bf3d257b9,1784541424.1910055,,length,200,36.75876593589783,14,64,1130,True,A_prefill,3976,A_prefill,1784541387.4322395,4040,True
64,278,d0ad3a8c895fe888519654bc4e09a823b815767b314ee645dcd125fe86e1cb93,1784541424.1939332,,length,200,36.7611517906189,15,64,1073,True,A_prefill,3749,A_prefill,1784541387.4327815,3813,True
96,370,663b3ac5d0e080d6ba5ab572820595587cbbb030befb31a3d327d614d92b3ba9,1784541424.9438365,,length,200,37.510597467422485,16,96,1324,True,A_prefill,4644,A_prefill,1784541387.433239,4740,True
96,442,b67c2fecb992753e4f353cb44f9927d3e53c1eb5e1e435c8f929873d7ef076c8,1784541425.132275,,length,200,37.69857931137085,17,96,1160,True,A_prefill,4099,A_prefill,1784541387.4336958,4195,True
64,298,6d3334fa1631c36bda69896ca6a303db9bd0a87b3c1e6513e7e99a05e750a3e8,1784541424.1940432,,length,200,36.75996398925781,18,64,1218,True,A_prefill,4268,A_prefill,1784541387.4340792,4332,True
96,383,a5a30c1ed48313cc21441448586fa1dd09c92a2079660e4e0b46ca3bc467d5d1,1784541424.9437578,,length,200,37.50908946990967,19,96,1335,True,A_prefill,4691,A_prefill,1784541387.4346683,4787,True
128,587,7d751f9cdb9725b8c2771c6671412a43124b6c61d756cebc253049de3dd56064,1784541425.5491543,,length,200,38.11406993865967,20,128,1260,True,A_prefill,4395,A_prefill,1784541387.4350843,4523,True
128,510,502ad6d882cd2677aebd8051edc50d507bfd3e50630df7096967bd0be8a20cf9,1784541425.7267327,,length,200,38.291266202926636,21,128,1311,True,A_prefill,4598,A_prefill,1784541387.4354665,4726,True
128,596,6cebaa9c9ea8fd5ceccdecb18a0b00920de36efa9a305353b471dbcc368b54a3,1784541425.5499215,,length,200,38.114047050476074,22,128,1088,True,A_prefill,3817,A_prefill,1784541387.4358745,3945,True
64,266,de6c90e8dbc5bac5fd09af6f11d191531463ef48a0091649a8ba4b9284478658,1784541424.195737,,length,200,36.759360551834106,23,64,1111,True,A_prefill,3909,A_prefill,1784541387.4363763,3973,True
96,359,03f5b043abc35480343abc870376e379537c33eb9cb047f184bfa3939fb121fe,1784541425.1322007,,length,200,37.69529962539673,24,96,1126,True,A_prefill,3970,A_prefill,1784541387.436901,4066,True
64,232,4e2a57074c9e2263167ca1e8c5c4cab1599b0ec521882154a77e611fc21446d8,1784541424.1954985,,length,200,36.75767779350281,25,64,1328,True,A_prefill,4669,A_prefill,1784541387.4378207,4733,True
64,228,acac5f567f32d701147bd12ed04595a2ec1b61ae6bfed6de7858a792167f6a64,1784541424.191553,,length,200,36.753246545791626,26,64,1349,True,A_prefill,4754,A_prefill,1784541387.4383066,4818,True
128,615,3c6acd893559fd609e10c63b9b671bb4fafe18840bc45794525fdcc9fc5bb3f3,1784541425.551109,,length,200,38.11222195625305,27,128,1159,True,A_prefill,4098,A_prefill,1784541387.4388871,4226,True
128,515,8cbfbb41201b0c6c32758e372ddc9cbf6584f07817daa12a6d990aec21d1a5cf,1784541425.5499997,,length,200,38.11047029495239,28,128,1108,True,A_prefill,3903,A_prefill,1784541387.4395294,4031,True
64,290,653f08381e9f295d26f0a7b77d6c030314d89ac3fe04d323d7078adb493063a8,1784541424.1956131,,length,200,36.75571942329407,29,64,1260,True,A_prefill,4401,A_prefill,1784541387.4398937,4465,True
128,497,12a66534fdf4e8bb74fcfaabee98d13c845a24c2a9d938b0648abb6f2305d42f,1784541425.550337,,length,200,38.110055923461914,30,128,1328,True,A_prefill,4675,A_prefill,1784541387.4402812,4803,True
