completion_tokens,content_chars,content_sha256,end_ts,error,finish_reason,http_code,latency_s,manifest_id,manifest_max_tokens,manifest_words,parse_ok,phase,prompt_tokens,shape,start_ts,total_tokens,valid_decode
64,295,2bef631bef855e732f5d5b0d1286a8dac0806f43c1d540b9562f73b08fc72361,1784559990.8659308,,length,200,20.686113357543945,1,64,1217,True,A_prefill,4260,A_prefill,1784559970.1798174,4324,True
96,414,0dae53999d37de17b5b037648e1dacaf79f721615cc7424347d80824b9e21ae2,1784559991.1634548,,length,200,20.983221292495728,2,96,1243,True,A_prefill,4339,A_prefill,1784559970.1802335,4435,True
128,622,c7eab19d76317bb9301daba297863c938aca66edc8d7d0b6b6615b8261a2d5e2,1784559988.4292672,,length,200,18.24862313270569,3,128,1236,True,A_prefill,4320,A_prefill,1784559970.180644,4448,True
128,599,e6695b3b0e1e066444a94018bc84dde5f634173e779bb86a354ac18e5e8b0db2,1784559989.02361,,length,200,18.842488765716553,4,128,1083,True,A_prefill,3777,A_prefill,1784559970.1811213,3905,True
64,301,d8db5b6b613c4d911724540277ba53b4595db7fd439ca836931ea91c639d34f8,1784559982.4428635,,length,200,12.261420726776123,5,64,1228,True,A_prefill,4297,A_prefill,1784559970.1814427,4361,True
96,453,ff991da12d3d913a588522af3a592701e51902f59742a572d3f5b5b458918ea6,1784559983.2623532,,length,200,13.08048391342163,6,96,1137,True,A_prefill,3996,A_prefill,1784559970.1818693,4092,True
128,586,73f7aa24bc0110ea71b67cfcb861541c6a3db8210639d762f4e96017c3197f62,1784559988.428893,,length,200,18.24576187133789,7,128,1116,True,A_prefill,3915,A_prefill,1784559970.1831312,4043,True
128,614,1b9160898f1fd802eb6213556a77937e568733528099c9dfc3625611577cf0d4,1784559991.164719,,length,200,20.981170177459717,8,128,1069,True,A_prefill,3737,A_prefill,1784559970.183549,3865,True
64,284,7601329de23887ef7dee9bc8f84a99fd6d4ed13e77c15ee12c707ca68ec6336a,1784559990.866268,,length,200,20.68233036994934,9,64,1275,True,A_prefill,4444,A_prefill,1784559970.1839375,4508,True
64,286,73dad864da6b5becb3d354af795cec686c59d30da0deb262b08d6a5b18a8e630,1784559990.8666706,,length,200,20.682183027267456,10,64,1256,True,A_prefill,4387,A_prefill,1784559970.1844876,4451,True
128,574,34cbc318161e2e27c84194752140b5cf69d64c70e76381912874c75dbfd642f3,1784559988.429757,,length,200,18.24470615386963,11,128,1285,True,A_prefill,4489,A_prefill,1784559970.185051,4617,True
96,454,2fae583418609058c2dbe8155f7d08f7b84a8382dabf010d4542f1b61ff62cd4,1784559991.1633961,,length,200,20.977883338928223,12,96,1243,True,A_prefill,4348,A_prefill,1784559970.1855128,4444,True
64,286,eff1646d4f34a8e5cbfb92ba05781ee2ad5adcece491699315599127476dee83,1784559988.4289572,,length,200,18.242943286895752,13,64,1170,True,A_prefill,4138,A_prefill,1784559970.186014,4202,True
64,286,6633d155b0e2f6f30b8aac34453708d78e9fae1963d1872899eceac27d8c6fde,1784559990.8656406,,length,200,20.67915916442871,14,64,1130,True,A_prefill,3981,A_prefill,1784559970.1864815,4045,True
64,285,ef87229cbdc0213bcc8202932ac11d58f9be4089abbb43efb94a664b78ff007e,1784559990.8661475,,length,200,20.679293155670166,15,64,1073,True,A_prefill,3754,A_prefill,1784559970.1868544,3818,True
96,445,0610bcab584c381637db68b2a03d11c0b04379ab657086011d56b0597bcff930,1784559991.1628683,,length,200,20.975659370422363,16,96,1324,True,A_prefill,4649,A_prefill,1784559970.187209,4745,True
96,433,b41dc1a901e2d3be3b07e38183d23142221c8f87b3cfdf0ec7996069057c840b,1784559990.8655484,,length,200,20.677903652191162,17,96,1160,True,A_prefill,4104,A_prefill,1784559970.1876447,4200,True
64,281,68c88160b3c0081cfb6879c21d654033b300896bf0f31b6b5667ed5a5bf796c3,1784559982.442967,,length,200,12.254981994628906,18,64,1218,True,A_prefill,4273,A_prefill,1784559970.187985,4337,True
96,445,0610bcab584c381637db68b2a03d11c0b04379ab657086011d56b0597bcff930,1784559991.163581,,length,200,20.975098609924316,19,96,1335,True,A_prefill,4696,A_prefill,1784559970.1884823,4792,True
128,585,65d68eabe87954ce1364fd0f5f12d21b0bb6e354a2012f989dfafee5c9668b40,1784559991.4597795,,length,200,21.270843982696533,20,128,1260,True,A_prefill,4400,A_prefill,1784559970.1889355,4528,True
128,611,94f3143212948a8cf8059c5dc12018272347def2895e2c2944f61b1f34f3973a,1784559991.4596837,,length,200,21.2700777053833,21,128,1311,True,A_prefill,4603,A_prefill,1784559970.189606,4731,True
128,577,0d8ebdd0ed5e1174a270f238f945065aa01b38c9f40236903cd9287cb5320eaa,1784559988.4282424,,length,200,18.238015174865723,22,128,1088,True,A_prefill,3822,A_prefill,1784559970.1902273,3950,True
64,284,e209f847ebee6ae4110c89ae23546eee55f0acdacd48c5eea007ced4f978638d,1784559988.428791,,length,200,18.238007068634033,23,64,1111,True,A_prefill,3914,A_prefill,1784559970.190784,3978,True
96,431,f1389331fee38e782f923944e8840dbda92bc608de81eab25b74f90b4bec9a8f,1784559991.164506,,length,200,20.973243713378906,24,96,1126,True,A_prefill,3975,A_prefill,1784559970.1912622,4071,True
64,244,ce86e7953cb7f843e9168c6ce92ef7e7137a12b0fa97e700cd093a75a475f52d,1784559990.567744,,length,200,20.376138925552368,25,64,1328,True,A_prefill,4674,A_prefill,1784559970.191605,4738,True
64,284,7601329de23887ef7dee9bc8f84a99fd6d4ed13e77c15ee12c707ca68ec6336a,1784559990.867198,,length,200,20.6751811504364,26,64,1349,True,A_prefill,4759,A_prefill,1784559970.1920168,4823,True
