completion_tokens,content_chars,content_sha256,end_ts,error,finish_reason,http_code,latency_s,manifest_id,manifest_max_tokens,manifest_words,parse_ok,phase,prompt_tokens,shape,start_ts,total_tokens,valid_decode
64,297,001708647c43e599b59e27ffa9db8eb3c20c4f8a7c3b2e1bc70dd97cc35ec3a9,1784541092.315858,,length,200,19.80782127380371,1,64,1217,True,A_prefill,4257,A_prefill,1784541072.5080366,4321,True
96,406,f432add94b69c5668b31420dfd4444cd42c35bf44866e872f6be629efbfe693a,1784541092.3159573,,length,200,19.80743670463562,2,96,1243,True,A_prefill,4336,A_prefill,1784541072.5085206,4432,True
128,526,acab530497d5c049e9999e9c9a8b693873b382d688de4de9d6b27692a84eabbf,1784541092.7648478,,length,200,20.255598306655884,3,128,1236,True,A_prefill,4317,A_prefill,1784541072.5092494,4445,True
128,517,1fca48c7167461dc442cacf47d916372b44d9c761af331fbc560e048585bbd89,1784541094.884037,,length,200,22.375141620635986,4,128,1083,True,A_prefill,3774,A_prefill,1784541072.5088954,3902,True
64,239,7a078a6961795b3b19bce27c8c6eac95dd4b37e74318e583de2b658e1235096f,1784541076.0891018,,length,200,3.579427719116211,5,64,1228,True,A_prefill,4294,A_prefill,1784541072.509674,4358,True
96,382,cdbbd26951f4d429cb1c22efd52bf6ba6bb1eadf852444f9e29c8a0cc91743d0,1784541092.6168785,,length,200,20.1066472530365,6,96,1137,True,A_prefill,3993,A_prefill,1784541072.5102313,4089,True
128,566,046590f14c876e65e1809a0c5ea0f87f889e4b638f02913997e67dfd62bf3e3e,1784541094.884108,,length,200,22.373192071914673,7,128,1116,True,A_prefill,3912,A_prefill,1784541072.510916,4040,True
128,598,d27b0192fe932f04a172f0f0ea2fcedf8ba8d20363852ecebd71b324d1498eaf,1784541092.7655346,,length,200,20.254103422164917,8,128,1069,True,A_prefill,3734,A_prefill,1784541072.5114312,3862,True
64,231,34dfc8363ee5c9c8ec9db6d03da784ef57ae5cdb796eda9e4a0d054736c3dd54,1784541088.484362,,length,200,15.972402811050415,9,64,1275,True,A_prefill,4441,A_prefill,1784541072.511959,4505,True
64,250,e5b98875adefe3b34062fe1ecae7272cfdc407df0644660af9465dc5eeda6eae,1784541094.585833,,length,200,22.073338270187378,10,64,1256,True,A_prefill,4384,A_prefill,1784541072.5124948,4448,True
128,524,2f360c00369387ba84640058a8297efc1872672417e57b7c5180109029b51e57,1784541092.7649143,,length,200,20.25205659866333,11,128,1285,True,A_prefill,4486,A_prefill,1784541072.5128577,4614,True
96,363,97541b0a80c9622c9bca0dcffbbc7819caa4a52c74a4b8c862aa5f39be4bea31,1784541088.6448905,,length,200,16.13157081604004,12,96,1243,True,A_prefill,4345,A_prefill,1784541072.5133197,4441,True
64,231,34dfc8363ee5c9c8ec9db6d03da784ef57ae5cdb796eda9e4a0d054736c3dd54,1784541094.5850253,,length,200,22.071239471435547,13,64,1170,True,A_prefill,4135,A_prefill,1784541072.5137858,4199,True
64,278,d0ad3a8c895fe888519654bc4e09a823b815767b314ee645dcd125fe86e1cb93,1784541094.5839643,,length,200,22.069708824157715,14,64,1130,True,A_prefill,3978,A_prefill,1784541072.5142555,4042,True
64,278,d0ad3a8c895fe888519654bc4e09a823b815767b314ee645dcd125fe86e1cb93,1784541094.739431,,length,200,22.22476077079773,15,64,1073,True,A_prefill,3751,A_prefill,1784541072.5146701,3815,True
